model_name,model_url,model_task,model_category
scite/ms-marco-MiniLM-L-12-v2-onnx-optimized-gpu,https://huggingface.co/scite/ms-marco-MiniLM-L-12-v2-onnx-optimized-gpu,text-classification,natural-language-processing
Astroboy/isoCities,https://huggingface.co/Astroboy/isoCities,text-to-image,multimodal
dodge99/a2c-AntBulletEnv-v0,https://huggingface.co/dodge99/a2c-AntBulletEnv-v0,reinforcement-learning,reinforcement-learning
bguan/Reinforce-Pong-PLE-v0,https://huggingface.co/bguan/Reinforce-Pong-PLE-v0,reinforcement-learning,reinforcement-learning
timm/vit_base_patch16_clip_224.laion2b_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.laion2b_ft_in1k,image-classification,computer-vision
timm/vit_base_patch16_clip_224.openai_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.openai_ft_in1k,image-classification,computer-vision
dallinmackay/JWST-Deep-Space-diffusion,https://huggingface.co/dallinmackay/JWST-Deep-Space-diffusion,text-to-image,multimodal
Bingsu/my-korean-stable-diffusion-v1-5,https://huggingface.co/Bingsu/my-korean-stable-diffusion-v1-5,text-to-image,multimodal
Langboat/Guohua-Diffusion,https://huggingface.co/Langboat/Guohua-Diffusion,text-to-image,multimodal
osanseviero/test_sb3_is_working2,https://huggingface.co/osanseviero/test_sb3_is_working2,reinforcement-learning,reinforcement-learning
flax/midjourney-v4-diffusion,https://huggingface.co/flax/midjourney-v4-diffusion,text-to-image,multimodal
Narsil/stable-diffusion-v1-4,https://huggingface.co/Narsil/stable-diffusion-v1-4,text-to-image,multimodal
achimvp/PPO-LunarLander-v2,https://huggingface.co/achimvp/PPO-LunarLander-v2,reinforcement-learning,reinforcement-learning
s3nh/zelda-botw-stable-diffusion,https://huggingface.co/s3nh/zelda-botw-stable-diffusion,text-to-image,multimodal
Robertooo/autotrain-hmaet-2037366889,https://huggingface.co/Robertooo/autotrain-hmaet-2037366889,tabular-regression,tabular
Robertooo/autotrain-hmaet-2037366891,https://huggingface.co/Robertooo/autotrain-hmaet-2037366891,tabular-regression,tabular
edbeeching/dmlab_30_1111,https://huggingface.co/edbeeching/dmlab_30_1111,reinforcement-learning,reinforcement-learning
edbeeching/dmlab_30_2222,https://huggingface.co/edbeeching/dmlab_30_2222,reinforcement-learning,reinforcement-learning
edbeeching/dmlab_30_3333,https://huggingface.co/edbeeching/dmlab_30_3333,reinforcement-learning,reinforcement-learning
BeeBeaver/ppo-LunarLander-v2.1,https://huggingface.co/BeeBeaver/ppo-LunarLander-v2.1,reinforcement-learning,reinforcement-learning
camenduru/plushies,https://huggingface.co/camenduru/plushies,text-to-image,multimodal
crodri/wikicat_ca,https://huggingface.co/crodri/wikicat_ca,text-classification,natural-language-processing
Terence3927/ppo-LunarLander-v2,https://huggingface.co/Terence3927/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
dodge99/a2c-AntBulletEnv-v0-short-training,https://huggingface.co/dodge99/a2c-AntBulletEnv-v0-short-training,reinforcement-learning,reinforcement-learning
dodge99/a2c-AntBulletEnv-v0-5k-training,https://huggingface.co/dodge99/a2c-AntBulletEnv-v0-5k-training,reinforcement-learning,reinforcement-learning
NoCrypt/Anything-v3-0,https://huggingface.co/NoCrypt/Anything-v3-0,text-to-image,multimodal
damilare-akin/Reinforce-1,https://huggingface.co/damilare-akin/Reinforce-1,reinforcement-learning,reinforcement-learning
timm/vit_base_patch16_clip_384.laion2b_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.laion2b_ft_in1k,image-classification,computer-vision
timm/vit_base_patch16_clip_384.openai_ft_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.openai_ft_in1k,image-classification,computer-vision
osanseviero/compvis_fix,https://huggingface.co/osanseviero/compvis_fix,text-to-image,multimodal
Guizmus/SD_PoW_Collection,https://huggingface.co/Guizmus/SD_PoW_Collection,text-to-image,multimodal
timm/vit_base_patch16_clip_224.laion2b_ft_in12k,https://huggingface.co/timm/vit_base_patch16_clip_224.laion2b_ft_in12k,image-classification,computer-vision
42MARU/ko-ctc-kenlm-spelling-only-wiki,https://huggingface.co/42MARU/ko-ctc-kenlm-spelling-only-wiki,text2text-generation,natural-language-processing
42MARU/ko-ctc-kenlm-42maru-only-wiki,https://huggingface.co/42MARU/ko-ctc-kenlm-42maru-only-wiki,text2text-generation,natural-language-processing
jvkape/IconsMI-AppIconsModelforSD,https://huggingface.co/jvkape/IconsMI-AppIconsModelforSD,text-to-image,multimodal
Fictiverse/Stable_Diffusion_VoxelArt_Model,https://huggingface.co/Fictiverse/Stable_Diffusion_VoxelArt_Model,text-to-image,multimodal
Terence3927/ppo-LunarLander-v2-optuna,https://huggingface.co/Terence3927/ppo-LunarLander-v2-optuna,reinforcement-learning,reinforcement-learning
Terence3927/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Terence3927/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Terence3927/q-Taxi-v3,https://huggingface.co/Terence3927/q-Taxi-v3,reinforcement-learning,reinforcement-learning
NoCrypt/momocha-mix,https://huggingface.co/NoCrypt/momocha-mix,text-to-image,multimodal
TimePlan/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/TimePlan/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
Sotaro0124/ai-ja,https://huggingface.co/Sotaro0124/ai-ja,translation,natural-language-processing
Eppinette/soft_brush_model,https://huggingface.co/Eppinette/soft_brush_model,text-to-image,multimodal
NoCrypt/cafe-instagram-unofficial,https://huggingface.co/NoCrypt/cafe-instagram-unofficial,text-to-image,multimodal
timm/vit_base_patch32_clip_224.openai_ft_in1k,https://huggingface.co/timm/vit_base_patch32_clip_224.openai_ft_in1k,image-classification,computer-vision
Galeros/Reinforce-cartpole0001,https://huggingface.co/Galeros/Reinforce-cartpole0001,reinforcement-learning,reinforcement-learning
reza-aditya/lunar-reinforcement-learning,https://huggingface.co/reza-aditya/lunar-reinforcement-learning,reinforcement-learning,reinforcement-learning
Galeros/Reinforce-pixelcopter0001,https://huggingface.co/Galeros/Reinforce-pixelcopter0001,reinforcement-learning,reinforcement-learning
Terence3927/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/Terence3927/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
Galeros/Reinforce-pong0001,https://huggingface.co/Galeros/Reinforce-pong0001,reinforcement-learning,reinforcement-learning
elRivx/80sFashionRobot,https://huggingface.co/elRivx/80sFashionRobot,text-to-image,multimodal
Norod78/sd-simpsons-model,https://huggingface.co/Norod78/sd-simpsons-model,text-to-image,multimodal
tuwonga/rotoscopee,https://huggingface.co/tuwonga/rotoscopee,text-to-image,multimodal
robertbogdon/model_tuning_mindallee8kmcfjz-labels-classification,https://huggingface.co/robertbogdon/model_tuning_mindallee8kmcfjz-labels-classification,tabular-classification,tabular
espnet/simpleoier_librimix_asr_train_asr_transformer_multispkr_raw_en_char_sp,https://huggingface.co/espnet/simpleoier_librimix_asr_train_asr_transformer_multispkr_raw_en_char_sp,automatic-speech-recognition,audio
robertbogdon/model_tuning_mindalleeu83oz7r-labels-classification,https://huggingface.co/robertbogdon/model_tuning_mindalleeu83oz7r-labels-classification,tabular-classification,tabular
robertbogdon/model_tuning_mindalle9_jsy6zj-labels-classification,https://huggingface.co/robertbogdon/model_tuning_mindalle9_jsy6zj-labels-classification,tabular-classification,tabular
carlosdanielhernandezmena/stt_mt_quartznet15x5_sp_ep255_64h,https://huggingface.co/carlosdanielhernandezmena/stt_mt_quartznet15x5_sp_ep255_64h,automatic-speech-recognition,audio
alextoyment/ppo-LunarLander-v2,https://huggingface.co/alextoyment/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
RayHell/popupBook-diffusion,https://huggingface.co/RayHell/popupBook-diffusion,text-to-image,multimodal
reza-aditya/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/reza-aditya/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
timm/vit_base_patch32_clip_384.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch32_clip_384.openai_ft_in12k_in1k,image-classification,computer-vision
timm/vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_384.laion2b_ft_in12k_in1k,image-classification,computer-vision
reza-aditya/q-Taxi-v3,https://huggingface.co/reza-aditya/q-Taxi-v3,reinforcement-learning,reinforcement-learning
Terence3927/testpyramidsrnd,https://huggingface.co/Terence3927/testpyramidsrnd,reinforcement-learning,reinforcement-learning
sd-dreambooth-library/Origtron,https://huggingface.co/sd-dreambooth-library/Origtron,text-to-image,multimodal
lilpotat/f2,https://huggingface.co/lilpotat/f2,text-to-image,multimodal
AMAN-B/Demo-Dreambooth,https://huggingface.co/AMAN-B/Demo-Dreambooth,text-to-image,multimodal
achimvp/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/achimvp/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
netsvetaev/netsvetaev-free,https://huggingface.co/netsvetaev/netsvetaev-free,text-to-image,multimodal
Terence3927/Reinforce-CartPole-v1,https://huggingface.co/Terence3927/Reinforce-CartPole-v1,reinforcement-learning,reinforcement-learning
achimvp/q-Taxi-v3,https://huggingface.co/achimvp/q-Taxi-v3,reinforcement-learning,reinforcement-learning
lilpotat/a3,https://huggingface.co/lilpotat/a3,text-to-image,multimodal
timothepearce/gina-the-cat,https://huggingface.co/timothepearce/gina-the-cat,text-to-image,multimodal
SenorKaffee/notyourmary-diff,https://huggingface.co/SenorKaffee/notyourmary-diff,text-to-image,multimodal
matthh/ppo-LunarLander-v2,https://huggingface.co/matthh/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
heyyai/mikao00,https://huggingface.co/heyyai/mikao00,text-to-image,multimodal
jvkape/MobiUiUx-StableMobileAppUiUxModel,https://huggingface.co/jvkape/MobiUiUx-StableMobileAppUiUxModel,text-to-image,multimodal
mitchtech/klingon-diffusion,https://huggingface.co/mitchtech/klingon-diffusion,text-to-image,multimodal
tryolabs/bert-large-uncased-wwm-squadv2-optimized-f16,https://huggingface.co/tryolabs/bert-large-uncased-wwm-squadv2-optimized-f16,question-answering,natural-language-processing
tuwonga/takeON,https://huggingface.co/tuwonga/takeON,text-to-image,multimodal
Avrik/mirrors-edge-diffusion,https://huggingface.co/Avrik/mirrors-edge-diffusion,text-to-image,multimodal
OSalem99/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/OSalem99/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
OSalem99/q-Taxi-v3,https://huggingface.co/OSalem99/q-Taxi-v3,reinforcement-learning,reinforcement-learning
OSalem99/q-Taxi-v3-2,https://huggingface.co/OSalem99/q-Taxi-v3-2,reinforcement-learning,reinforcement-learning
Terence3927/Reinforce-Pixelcopter-PLE-v0,https://huggingface.co/Terence3927/Reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning
lilpotat/rbm,https://huggingface.co/lilpotat/rbm,text-to-image,multimodal
katakana/2D-Mix,https://huggingface.co/katakana/2D-Mix,text-to-image,multimodal
alextoyment/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/alextoyment/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
alextoyment/q-Taxi-v3,https://huggingface.co/alextoyment/q-Taxi-v3,reinforcement-learning,reinforcement-learning
Terence3927/a2c-AntBulletEnv-v0,https://huggingface.co/Terence3927/a2c-AntBulletEnv-v0,reinforcement-learning,reinforcement-learning
reza-aditya/dqn-SpaceInvanderNoFrameskip-v4,https://huggingface.co/reza-aditya/dqn-SpaceInvanderNoFrameskip-v4,reinforcement-learning,reinforcement-learning
jmsalvi/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/jmsalvi/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
BirdL/NGA_Art_SD-V1.5,https://huggingface.co/BirdL/NGA_Art_SD-V1.5,text-to-image,multimodal
phildav/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/phildav/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
SenorKaffee/shichigoro-diff,https://huggingface.co/SenorKaffee/shichigoro-diff,text-to-image,multimodal
mattmdjaga/ppo_LunarLander-v2,https://huggingface.co/mattmdjaga/ppo_LunarLander-v2,reinforcement-learning,reinforcement-learning
Mario16180/ElPanaMario_q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/Mario16180/ElPanaMario_q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning
benderv/ppo-LunarLander-v2,https://huggingface.co/benderv/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
prompthero/funko-diffusion,https://huggingface.co/prompthero/funko-diffusion,text-to-image,multimodal
Mario16180/ElPanaMario_q-Taxi-v3,https://huggingface.co/Mario16180/ElPanaMario_q-Taxi-v3,reinforcement-learning,reinforcement-learning
Ramos-Ramos/emb-gam-resnet,https://huggingface.co/Ramos-Ramos/emb-gam-resnet,tabular-classification,tabular
ahmadRa/try-reinforce-cartpole-custom-1,https://huggingface.co/ahmadRa/try-reinforce-cartpole-custom-1,reinforcement-learning,reinforcement-learning
ahmadRa/try-reinforce-cartpole-custom-2,https://huggingface.co/ahmadRa/try-reinforce-cartpole-custom-2,reinforcement-learning,reinforcement-learning
Bugjuhjugjyy/tails-diffusion,https://huggingface.co/Bugjuhjugjyy/tails-diffusion,text-to-image,multimodal
OSalem99/testpyramidsrnd,https://huggingface.co/OSalem99/testpyramidsrnd,reinforcement-learning,reinforcement-learning
OSalem99/dqn-SpaceInvadersNoFrameskip-v4,https://huggingface.co/OSalem99/dqn-SpaceInvadersNoFrameskip-v4,reinforcement-learning,reinforcement-learning
doohickey/doohickey-mega,https://huggingface.co/doohickey/doohickey-mega,text-to-image,multimodal
mitchtech/vulcan-diffusion,https://huggingface.co/mitchtech/vulcan-diffusion,text-to-image,multimodal
katakana/Anime-Merged,https://huggingface.co/katakana/Anime-Merged,text-to-image,multimodal
Conflictx/Complex-Lineart,https://huggingface.co/Conflictx/Complex-Lineart,text-to-image,multimodal
dominguesm/pt_core_news_trf,https://huggingface.co/dominguesm/pt_core_news_trf,token-classification,natural-language-processing
ProGamerGov/Min-Illust-Background-Diffusion,https://huggingface.co/ProGamerGov/Min-Illust-Background-Diffusion,text-to-image,multimodal
tawkit/phil-pyannote-speaker-diarization-endpoint,https://huggingface.co/tawkit/phil-pyannote-speaker-diarization-endpoint,automatic-speech-recognition,audio
Ramos-Ramos/emb-gam-vit,https://huggingface.co/Ramos-Ramos/emb-gam-vit,tabular-classification,tabular
reza-aditya/testpyramidsrnd,https://huggingface.co/reza-aditya/testpyramidsrnd,reinforcement-learning,reinforcement-learning
tsuneji/ppo-LunarLander-v2,https://huggingface.co/tsuneji/ppo-LunarLander-v2,reinforcement-learning,reinforcement-learning
PlanTL-GOB-ES/es_pharmaconer_ner_trf,https://huggingface.co/PlanTL-GOB-ES/es_pharmaconer_ner_trf,token-classification,natural-language-processing
coder119/Vectorartz_Diffusion,https://huggingface.co/coder119/Vectorartz_Diffusion,text-to-image,multimodal
flax/redshift-diffusion,https://huggingface.co/flax/redshift-diffusion,text-to-image,multimodal
flax/Stable_Diffusion_PaperCut_Model,https://huggingface.co/flax/Stable_Diffusion_PaperCut_Model,text-to-image,multimodal
reza-aditya/Reinforce-scratch-pole,https://huggingface.co/reza-aditya/Reinforce-scratch-pole,reinforcement-learning,reinforcement-learning
tuwonga/takeON_v2,https://huggingface.co/tuwonga/takeON_v2,text-to-image,multimodal
phildav/testpyramidsrnd,https://huggingface.co/phildav/testpyramidsrnd,reinforcement-learning,reinforcement-learning
Oleg78/dqnSpaceI,https://huggingface.co/Oleg78/dqnSpaceI,reinforcement-learning,reinforcement-learning
reza-aditya/Reinforce-Pixelcopter-PLE-v0,https://huggingface.co/reza-aditya/Reinforce-Pixelcopter-PLE-v0,reinforcement-learning,reinforcement-learning
TheLastBen/hrrzg-style-768px,https://huggingface.co/TheLastBen/hrrzg-style-768px,text-to-image,multimodal
Guizmus/SD_DreamerCommunities_Collection,https://huggingface.co/Guizmus/SD_DreamerCommunities_Collection,text-to-image,multimodal
OSalem99/Reinforce-V0,https://huggingface.co/OSalem99/Reinforce-V0,reinforcement-learning,reinforcement-learning
reza-aditya/Reinforce-Pong-PLE-v0,https://huggingface.co/reza-aditya/Reinforce-Pong-PLE-v0,reinforcement-learning,reinforcement-learning
phildav/Reinforce-carpole,https://huggingface.co/phildav/Reinforce-carpole,reinforcement-learning,reinforcement-learning
phildav/Reinforce-pixelcopter,https://huggingface.co/phildav/Reinforce-pixelcopter,reinforcement-learning,reinforcement-learning
nadanainone/istolemyownart,https://huggingface.co/nadanainone/istolemyownart,text-to-image,multimodal
mitchtech/cardassian-diffusion,https://huggingface.co/mitchtech/cardassian-diffusion,text-to-image,multimodal
nadanainone/tonde,https://huggingface.co/nadanainone/tonde,text-to-image,multimodal
gaioNL/q-Taxi-v3,https://huggingface.co/gaioNL/q-Taxi-v3,reinforcement-learning,reinforcement-learning
