model_name,model_url,model_task,model_category,readme_path
nitrosocke/redshift-diffusion-768,https://huggingface.co/nitrosocke/redshift-diffusion-768,text-to-image,multimodal,./model_cards/_noArch/nitrosocke_redshift-diffusion-768_README.md
yesyesjaewook/jets-jaewook-ukten-ko,https://huggingface.co/yesyesjaewook/jets-jaewook-ukten-ko,text-to-speech,audio,./model_cards/_noArch/yesyesjaewook_jets-jaewook-ukten-ko_README.md
hr16/sofia-roses-3500-6-5e-7,https://huggingface.co/hr16/sofia-roses-3500-6-5e-7,text-to-image,multimodal,./model_cards/_noArch/hr16_sofia-roses-3500-6-5e-7_README.md
lucascruz/ppo_lunarlander,https://huggingface.co/lucascruz/ppo_lunarlander,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/lucascruz_ppo_lunarlander_README.md
UKP-SQuARE/bert-base-uncased-pf-drop-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-drop-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-drop-onnx_README.md
tranmc/Bronya_7.5e-7_4800,https://huggingface.co/tranmc/Bronya_7.5e-7_4800,text-to-image,multimodal,./model_cards/_noArch/tranmc_Bronya_7.5e-7_4800_README.md
UKP-SQuARE/roberta-base-pf-drop-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-drop-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-drop-onnx_README.md
kingery/zrn-02-sdv1-5-2e-6-1500-woman-ddim,https://huggingface.co/kingery/zrn-02-sdv1-5-2e-6-1500-woman-ddim,text-to-image,multimodal,./model_cards/_noArch/kingery_zrn-02-sdv1-5-2e-6-1500-woman-ddim_README.md
johnhabeck/autotrain-analyze-vehicle-images-2256371855,https://huggingface.co/johnhabeck/autotrain-analyze-vehicle-images-2256371855,image-classification,computer-vision,./model_cards/_noArch/johnhabeck_autotrain-analyze-vehicle-images-2256371855_README.md
Allenbv/aimersd1-5-640-v3,https://huggingface.co/Allenbv/aimersd1-5-640-v3,text-to-image,multimodal,./model_cards/_noArch/Allenbv_aimersd1-5-640-v3_README.md
iakl/knight-big,https://huggingface.co/iakl/knight-big,text-to-image,multimodal,./model_cards/_noArch/iakl_knight-big_README.md
InternalMegaT/Pixel_Art_Diffusion,https://huggingface.co/InternalMegaT/Pixel_Art_Diffusion,text-to-image,multimodal,./model_cards/_noArch/InternalMegaT_Pixel_Art_Diffusion_README.md
michelecafagna26/vinvl_vg_x152c4,https://huggingface.co/michelecafagna26/vinvl_vg_x152c4,feature-extraction,multimodal,./model_cards/_noArch/michelecafagna26_vinvl_vg_x152c4_README.md
cmudrc/3d-printed-or-not,https://huggingface.co/cmudrc/3d-printed-or-not,image-classification,computer-vision,./model_cards/_noArch/cmudrc_3d-printed-or-not_README.md
valhalla/mad_max_diffusion-sd2,https://huggingface.co/valhalla/mad_max_diffusion-sd2,text-to-image,multimodal,./model_cards/_noArch/valhalla_mad_max_diffusion-sd2_README.md
Tara2301/PPO-LunarLander-v22,https://huggingface.co/Tara2301/PPO-LunarLander-v22,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/Tara2301_PPO-LunarLander-v22_README.md
timm/vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,image-classification,computer-vision,./model_cards/_noArch/timm_vit_base_patch16_clip_224.laion2b_ft_in12k_in1k_README.md
timm/vit_base_patch16_clip_224.openai_ft_in12k_in1k,https://huggingface.co/timm/vit_base_patch16_clip_224.openai_ft_in12k_in1k,image-classification,computer-vision,./model_cards/_noArch/timm_vit_base_patch16_clip_224.openai_ft_in12k_in1k_README.md
supersergiy/lineart-x1,https://huggingface.co/supersergiy/lineart-x1,text-to-image,multimodal,./model_cards/_noArch/supersergiy_lineart-x1_README.md
MirageML/lowpoly-cyberpunk,https://huggingface.co/MirageML/lowpoly-cyberpunk,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-cyberpunk_README.md
MirageML/lowpoly-environment,https://huggingface.co/MirageML/lowpoly-environment,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-environment_README.md
lewtun/sd-class-butterflies-32-test1,https://huggingface.co/lewtun/sd-class-butterflies-32-test1,unconditional-image-generation,computer-vision,./model_cards/_noArch/lewtun_sd-class-butterflies-32-test1_README.md
MirageML/lowpoly-game-building,https://huggingface.co/MirageML/lowpoly-game-building,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-game-building_README.md
MirageML/lowpoly-landscape,https://huggingface.co/MirageML/lowpoly-landscape,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-landscape_README.md
MirageML/lowpoly-living-room,https://huggingface.co/MirageML/lowpoly-living-room,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-living-room_README.md
MirageML/lowpoly-office,https://huggingface.co/MirageML/lowpoly-office,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-office_README.md
MirageML/lowpoly-town,https://huggingface.co/MirageML/lowpoly-town,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-town_README.md
MirageML/lowpoly-world,https://huggingface.co/MirageML/lowpoly-world,text-to-image,multimodal,./model_cards/_noArch/MirageML_lowpoly-world_README.md
MirageML/fantasy-gun,https://huggingface.co/MirageML/fantasy-gun,text-to-image,multimodal,./model_cards/_noArch/MirageML_fantasy-gun_README.md
MirageML/fantasy-scene,https://huggingface.co/MirageML/fantasy-scene,text-to-image,multimodal,./model_cards/_noArch/MirageML_fantasy-scene_README.md
MirageML/fantasy-sword,https://huggingface.co/MirageML/fantasy-sword,text-to-image,multimodal,./model_cards/_noArch/MirageML_fantasy-sword_README.md
ThomasSimonini/MLAgents-Pyramids50,https://huggingface.co/ThomasSimonini/MLAgents-Pyramids50,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_MLAgents-Pyramids50_README.md
kingery/hyc-06-512-sd15-2e-6-1500-man-ddim,https://huggingface.co/kingery/hyc-06-512-sd15-2e-6-1500-man-ddim,text-to-image,multimodal,./model_cards/_noArch/kingery_hyc-06-512-sd15-2e-6-1500-man-ddim_README.md
carlosdanielhernandezmena/stt_fo_quartznet15x5_sp_ep163_100h,https://huggingface.co/carlosdanielhernandezmena/stt_fo_quartznet15x5_sp_ep163_100h,automatic-speech-recognition,audio,./model_cards/_noArch/carlosdanielhernandezmena_stt_fo_quartznet15x5_sp_ep163_100h_README.md
jfjensen/sd-class-butterflies-32,https://huggingface.co/jfjensen/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/jfjensen_sd-class-butterflies-32_README.md
AiBototicus/autotrain-country-to-country-code-2-2266072007,https://huggingface.co/AiBototicus/autotrain-country-to-country-code-2-2266072007,text-classification,natural-language-processing,./model_cards/_noArch/AiBototicus_autotrain-country-to-country-code-2-2266072007_README.md
jfjensen/sd-class-butterflies-64,https://huggingface.co/jfjensen/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/jfjensen_sd-class-butterflies-64_README.md
vladocar/3dfood,https://huggingface.co/vladocar/3dfood,text-to-image,multimodal,./model_cards/_noArch/vladocar_3dfood_README.md
arrandi/sd-class-butterflies-32,https://huggingface.co/arrandi/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/arrandi_sd-class-butterflies-32_README.md
AdelZakirov/sd-class-butterflies-42,https://huggingface.co/AdelZakirov/sd-class-butterflies-42,unconditional-image-generation,computer-vision,./model_cards/_noArch/AdelZakirov_sd-class-butterflies-42_README.md
lewtun/sd-class-butterflies-64,https://huggingface.co/lewtun/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/lewtun_sd-class-butterflies-64_README.md
LuisQ/LuisQ_sd-class-butterflies-32,https://huggingface.co/LuisQ/LuisQ_sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/LuisQ_LuisQ_sd-class-butterflies-32_README.md
KidTheCat/sd-class-butterflies-32,https://huggingface.co/KidTheCat/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/KidTheCat_sd-class-butterflies-32_README.md
LuisQ/LuisQ_sd-class-butterflies-64,https://huggingface.co/LuisQ/LuisQ_sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/LuisQ_LuisQ_sd-class-butterflies-64_README.md
antgrutta/sd-class-butterflies-32,https://huggingface.co/antgrutta/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/antgrutta_sd-class-butterflies-32_README.md
mostafahaggag/sd-class-butterflies-32,https://huggingface.co/mostafahaggag/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/mostafahaggag_sd-class-butterflies-32_README.md
DmitryMLC/yk,https://huggingface.co/DmitryMLC/yk,text-to-image,multimodal,./model_cards/_noArch/DmitryMLC_yk_README.md
FrancoisDongier/sd-class-butterflies-32,https://huggingface.co/FrancoisDongier/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/FrancoisDongier_sd-class-butterflies-32_README.md
Akriel/sd-class-butterflies-32,https://huggingface.co/Akriel/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/Akriel_sd-class-butterflies-32_README.md
AdamOswald1/Cyberpunk-Anime-Diffusion,https://huggingface.co/AdamOswald1/Cyberpunk-Anime-Diffusion,text-to-image,multimodal,./model_cards/_noArch/AdamOswald1_Cyberpunk-Anime-Diffusion_README.md
motmono/a2c-AntBulletEnv-v0,https://huggingface.co/motmono/a2c-AntBulletEnv-v0,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/motmono_a2c-AntBulletEnv-v0_README.md
SwePalm/sd-class-butterflies-32,https://huggingface.co/SwePalm/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/SwePalm_sd-class-butterflies-32_README.md
CyantifiCQ/noisy_butterflied_diffusion,https://huggingface.co/CyantifiCQ/noisy_butterflied_diffusion,unconditional-image-generation,computer-vision,./model_cards/_noArch/CyantifiCQ_noisy_butterflied_diffusion_README.md
rmartinshort/sd-class-butterflies-64,https://huggingface.co/rmartinshort/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/rmartinshort_sd-class-butterflies-64_README.md
0-hero/led-large-legal-summary,https://huggingface.co/0-hero/led-large-legal-summary,summarization,natural-language-processing,./model_cards/_noArch/0-hero_led-large-legal-summary_README.md
nousr/robo-diffusion-2-base,https://huggingface.co/nousr/robo-diffusion-2-base,text-to-image,multimodal,./model_cards/_noArch/nousr_robo-diffusion-2-base_README.md
SwePalm/sd-class-butterflies-64,https://huggingface.co/SwePalm/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/SwePalm_sd-class-butterflies-64_README.md
UKP-SQuARE/roberta-base-pf-hotpotqa-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-hotpotqa-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-hotpotqa-onnx_README.md
UKP-SQuARE/bert-base-uncased-pf-newsqa-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-newsqa-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-newsqa-onnx_README.md
UKP-SQuARE/roberta-base-pf-newsqa-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-newsqa-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-newsqa-onnx_README.md
UKP-SQuARE/bert-base-uncased-pf-squad_v2-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-squad_v2-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-squad_v2-onnx_README.md
michaelmayo704/sd-class-butterflies-32,https://huggingface.co/michaelmayo704/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/michaelmayo704_sd-class-butterflies-32_README.md
UKP-SQuARE/bert-base-uncased-pf-quoref-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-quoref-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-quoref-onnx_README.md
UKP-SQuARE/roberta-base-pf-quoref-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-quoref-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-quoref-onnx_README.md
UKP-SQuARE/bert-base-uncased-pf-squad-onnx,https://huggingface.co/UKP-SQuARE/bert-base-uncased-pf-squad-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_bert-base-uncased-pf-squad-onnx_README.md
UKP-SQuARE/roberta-base-pf-squad-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-squad-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-squad-onnx_README.md
UKP-SQuARE/roberta-base-pf-squad_v2-onnx,https://huggingface.co/UKP-SQuARE/roberta-base-pf-squad_v2-onnx,question-answering,natural-language-processing,./model_cards/_noArch/UKP-SQuARE_roberta-base-pf-squad_v2-onnx_README.md
ThomasSimonini/ML-Agents-SnowballFight-1vs1-model,https://huggingface.co/ThomasSimonini/ML-Agents-SnowballFight-1vs1-model,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_ML-Agents-SnowballFight-1vs1-model_README.md
michaelmayo704/sd-class-butterflies-64,https://huggingface.co/michaelmayo704/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/michaelmayo704_sd-class-butterflies-64_README.md
ignacioiglesias/sd-class-butterflies-32,https://huggingface.co/ignacioiglesias/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/ignacioiglesias_sd-class-butterflies-32_README.md
emre/mybankconcept,https://huggingface.co/emre/mybankconcept,text-to-image,multimodal,./model_cards/_noArch/emre_mybankconcept_README.md
ThomasSimonini/ML-Agents-SnowballFight-1vs1-model2,https://huggingface.co/ThomasSimonini/ML-Agents-SnowballFight-1vs1-model2,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/ThomasSimonini_ML-Agents-SnowballFight-1vs1-model2_README.md
monkseal555/sd-class-butterflies-32,https://huggingface.co/monkseal555/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/monkseal555_sd-class-butterflies-32_README.md
ali97/sd-class-butterflies-32,https://huggingface.co/ali97/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/ali97_sd-class-butterflies-32_README.md
dogeplusplus/sd-class-butterflies-32,https://huggingface.co/dogeplusplus/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/dogeplusplus_sd-class-butterflies-32_README.md
drool/sd-class-butterflies-32,https://huggingface.co/drool/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/drool_sd-class-butterflies-32_README.md
Pramodith/sd-class-butterflies-32,https://huggingface.co/Pramodith/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/Pramodith_sd-class-butterflies-32_README.md
jqtrde/sd-class-butterflies-32,https://huggingface.co/jqtrde/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/jqtrde_sd-class-butterflies-32_README.md
drool/sd-class-butterflies-64,https://huggingface.co/drool/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/drool_sd-class-butterflies-64_README.md
datboi223/sd-class-butterflies-32,https://huggingface.co/datboi223/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/datboi223_sd-class-butterflies-32_README.md
matan-diamond/sd-class-butterflies-32,https://huggingface.co/matan-diamond/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/matan-diamond_sd-class-butterflies-32_README.md
bsmith0430/q-FrozenLake-v1-4x4-noSlippery,https://huggingface.co/bsmith0430/q-FrozenLake-v1-4x4-noSlippery,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/bsmith0430_q-FrozenLake-v1-4x4-noSlippery_README.md
bsmith0430/q-Taxi-v3,https://huggingface.co/bsmith0430/q-Taxi-v3,reinforcement-learning,reinforcement-learning,./model_cards/_noArch/bsmith0430_q-Taxi-v3_README.md
matan-diamond/sd-class-butterflies-64,https://huggingface.co/matan-diamond/sd-class-butterflies-64,unconditional-image-generation,computer-vision,./model_cards/_noArch/matan-diamond_sd-class-butterflies-64_README.md
ryvalenza/sd-class-butterflies-32,https://huggingface.co/ryvalenza/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/ryvalenza_sd-class-butterflies-32_README.md
spooncats/mk-walkcycle,https://huggingface.co/spooncats/mk-walkcycle,text-to-image,multimodal,./model_cards/_noArch/spooncats_mk-walkcycle_README.md
elRivx/gAWoman,https://huggingface.co/elRivx/gAWoman,text-to-image,multimodal,./model_cards/_noArch/elRivx_gAWoman_README.md
jl8771/sd-class-butterflies-32,https://huggingface.co/jl8771/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/jl8771_sd-class-butterflies-32_README.md
cjp/sd-class-butterflies-32,https://huggingface.co/cjp/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/cjp_sd-class-butterflies-32_README.md
nagais/sd-class-butterflies-32,https://huggingface.co/nagais/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/nagais_sd-class-butterflies-32_README.md
JulianBons/sd-class-butterflies-32,https://huggingface.co/JulianBons/sd-class-butterflies-32,unconditional-image-generation,computer-vision,./model_cards/_noArch/JulianBons_sd-class-butterflies-32_README.md
nlp-tlp/mwo-ner,https://huggingface.co/nlp-tlp/mwo-ner,token-classification,natural-language-processing,./model_cards/_noArch/nlp-tlp_mwo-ner_README.md
